,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
1240,art movement,was started by,picasso,picasso,developed,cubism,True
1241,artist,lived in,barcelona,joan miro,was born in,barcelona,True
1242,artist,resided in,paris,ernst,moved to,paris,True
1243,artist,resided in,paris,watteau,left us for,paris,False
1244,artist,resided in,paris,picasso,settled in,paris,True
1245,artist,resided in,paris,picasso,moved to,paris,True
1246,artist,resided in,paris,picasso,remained in,paris,True
1247,artist,resided in,paris,eugene delacroix,was born near,paris,False
1248,artist,resided in,paris,boulez,founded in,paris,False
1249,artist,resided in,paris,stravinsky,moved to,paris,True
1250,artist,resided in,paris,berlioz,was sent to,paris,False
1251,artist,resided in,paris,cellini,lodged in,paris,True
1252,artist,resided in,paris,cherubini,settled in,paris,True
1253,artist,resided in,paris,debussy,was born and died in,paris,True
1254,artist,resided in,paris,paris,is better than,berlin,False
1255,artist,resided in,paris,donizetti,revisited,paris,False
1256,artist,resided in,paris,berlioz,now is in,paris,False
1257,artist,resided in,paris,ernst,settled in,paris,True
1258,artist,resided in,paris,liszt,was taken to,paris,False
1259,artist,resided in,paris,picasso,stayed in,paris,True
1260,artist,resided in,paris,the conductor,was crying for,paris,False
1261,artist,resided in,paris,this sculptor,exhibited at,paris,False
1262,artist,resided in,paris,weston,letters from,paris,False
1263,artist,resided in,paris,gauguin,had left,paris,False
1264,artist,resided in,paris,gluck,had left,paris,False
1265,artist,resided in,paris,liszt,visited and went to,paris,False
1266,artist,resided in,paris,poussin,was invited to,paris,False
1267,artist,resided in,paris,simon,might arrive in,paris,False
1268,artist,resided in,paris,stella,was born and died at,paris,True
1269,artist,resided in,paris,wagner,finished in,paris,False
1270,artist,resided in,paris,audubon,remained in,paris,True
1271,artist,resided in,paris,bernini,was invited to,paris,False
1272,artist,resided in,paris,bernini,was summoned to,paris,False
1273,artist,resided in,paris,browne,was a student in,paris,True
1274,artist,resided in,paris,halevy,was a native of,paris,True
1275,artist,resided in,paris,mozart,met him in,paris,False
1276,artist,resided in,paris,talbot,was a town in,paris,False
1277,artist,resided in,paris,the wagner,played in,paris,False
1278,artist,resided in,paris,audubon,was sent to,paris,False
1279,artist,resided in,paris,gluck,had to go to,paris,False
1280,artist,resided in,paris,klee,made a trip to,paris,False
1281,artist,resided in,paris,liszt,had already been in,paris,False
1282,artist,resided in,paris,meyerbeer,again left,paris,False
1283,artist,resided in,paris,moore,had come back from,paris,False
1284,artist,resided in,paris,paris,was not aware of,franck,False
1285,artist,resided in,paris,rivera,had lived in,paris,True
1286,artist,resided in,paris,rossini,established himself in,paris,True
1287,artist,resided in,paris,several sessions,took and met in,paris,False
1288,artist,resided in,paris,verdi,remained in,paris,True
1289,artist,resided in,paris,whistler,brought over from,paris,False
1290,asian country,believes in,islam,islam,is the religion of,malaysia,True
1291,asian country,believes in,islam,islam,was introduced into,china,True
1292,asian country,believes in,islam,islam,entered,india,True
1293,asian country,believes in,islam,islam,entered,china,True
1294,asian country,believes in,islam,islam,is the religion in,malaysia,True
1295,asian country,believes in,islam,islam,is the religion of,afghanistan,True
1296,asian country,believes in,islam,islam,is the religion of,iran,True
1297,asian country,believes in,islam,islam,was brought to,india,True
1298,asian country,believes in,islam,islam,was introduced into,india,True
1299,asian country,believes in,islam,islam,burst forth in,the iraq,True
1300,asian country,believes in,islam,saudi arabia,is the home of,islam,True
1301,asian country,believes in,islam,islam,was brought to,china,True
1302,asian country,believes in,islam,islam,is the religion in,pakistan,True
1303,asian country,believes in,islam,islam,was introduced into,yemen,True
1304,asian country,believes in,islam,persia,was converted to,islam,True
1305,asian country,does not ban,prostitution,prostitution,is illegal in,thailand,False
1306,asian country,does not ban,prostitution,prostitution,existed in,india,True
1307,asian country,does not ban,prostitution,prostitution,is illegal in,japan,False
1308,asian country,exports,rice,rice,yields in,japan,False
1309,asian country,exports,rice,rice,is the crop of,india,False
1310,asian country,exports,rice,burma,exported tons of,rice,True
1311,asian country,exports,rice,china,sends,rice,True
1312,asian country,exports,rice,india,exported tons of,rice,True
1313,asian country,exports,rice,thailand,exported tons of,rice,True
1314,asian country,exports,rice,rice,riots in,japan,False
1315,asian country,exports,rice,china,sends,more rice,True
1316,asian country,exports,rice,rice,is the crop of,pakistan,False
1317,asian country,exports,rice,rice,is brought from,burma,True
1318,asian country,exports,rice,thailand,is the exporter of,rice,True
1319,asian country,exports,rice,burma,was the exporter of,rice,True
1320,asian country,exports,rice,china,agreed to purchase,rice,False
1321,asian country,exports,rice,china,sent,rice,True
1322,asian country,exports,rice,rice,came to,china,False
1323,asian country,exports,rice,rice,is shipped to,china,False
1324,asian country,is a neighbor of,china,tibet,is an region of,china,False
1325,asian country,is a neighbor of,china,pakistan,was not against,china,False
1326,asian country,is a neighbor of,china,china,would support,pakistan,False
1327,asian country,is a neighbor of,china,japan,continued in,china,False
1328,asian country,is a neighbor of,china,iran,had obtained from,china,False
1329,asian country,is a neighbor of,china,japan,began in,china,False
1330,asian country,is a neighbor of,china,china,gave support to,pakistan,False
1331,asian country,is a neighbor of,china,china,has assisted,pakistan,False
1332,asian country,is a neighbor of,china,china,had invaded,tibet,False
1333,asian country,is a neighbor of,china,china,is helping,pakistan,False
1334,asian country,is a neighbor of,china,tibet,was occupied by,china,False
1335,asian country,is a neighbor of,china,malaysia,established relations with,china,False
1336,asian country,is a neighbor of,china,china,exported to,north korea,False
1337,asian country,is a neighbor of,china,japan,had a interest in,china,False
1338,asian country,is a neighbor of,china,japan,takes an interest in,china,False
1339,asian country,is a neighbor of,china,tibet,became part of,china,False
1340,asian country,is a neighbor of,china,tibet,is a province of,china,False
1341,asian country,is a neighbor of,china,china,whispers to,north korea,False
1342,asian country,is a neighbor of,china,china,resembles,siam,False
1343,asian country,is a neighbor of,china,outer mongolia,became independent of,china,False
1344,asian country,is a neighbor of,china,prc,represents,china,False
1345,asian country,is a neighbor of,china,china,has sold to,iran,False
1346,asian country,is a neighbor of,china,china,might become,another india,False
1347,asian country,is a neighbor of,china,china,is bordered by,mongolia,True
1348,asian country,is a neighbor of,china,china,ruled,mongolia,False
1349,asian country,is a neighbor of,china,greater china,includes,china,False
1350,asian country,is a neighbor of,china,kazakhstan,is bounded on the east by,china,True
1351,asian country,is a neighbor of,china,mongolia,was dominated by,china,False
1352,asian country,is a neighbor of,china,burma,fears,china,False
1353,asian country,is a neighbor of,china,cathay,however meant,china,False
1354,asian country,is a neighbor of,china,china,is freer than,mongolia,False
1355,asian country,is a neighbor of,china,democratic india,can not compete with,china,False
