,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
5925,source toss with vegetable,source top with vegetable,True,source,toss with,vegetable,source,top with,vegetable
5926,vegetable be rich in source,vegetable contain source,True,vegetable,be rich in,source,vegetable,contain,source
5927,vegetable be high in source,vegetable contain source,True,vegetable,be high in,source,vegetable,contain,source
5928,vegetable be source of source,vegetable be rich in source,True,vegetable,be source of,source,vegetable,be rich in,source
5929,source serve with vegetable,source top with vegetable,True,source,serve with,vegetable,source,top with,vegetable
5930,vegetable be rich in source,source be find in vegetable,True,vegetable,be rich in,source,source,be find in,vegetable
5931,vegetable contain source,vegetable be source of source,True,vegetable,contain,source,vegetable,be source of,source
5932,vegetable be rich in source,vegetable be high in source,True,vegetable,be rich in,source,vegetable,be high in,source
5933,source serve with vegetable,source toss with vegetable,True,source,serve with,vegetable,source,toss with,vegetable
5934,vegetable be source of source,vegetable be high in source,True,vegetable,be source of,source,vegetable,be high in,source
5935,source be find in vegetable,vegetable be high in source,True,source,be find in,vegetable,vegetable,be high in,source
5936,vegetable be source of source,source be find in vegetable,True,vegetable,be source of,source,source,be find in,vegetable
5937,source top with vegetable,source serve with vegetable,True,source,top with,vegetable,source,serve with,vegetable
5938,source be find in vegetable,vegetable be rich in source,True,source,be find in,vegetable,vegetable,be rich in,source
5939,source stuff with vegetable,source serve with vegetable,True,source,stuff with,vegetable,source,serve with,vegetable
5940,source serve with vegetable,source stuff with vegetable,True,source,serve with,vegetable,source,stuff with,vegetable
5941,vegetable contain source,source be find in vegetable,True,vegetable,contain,source,source,be find in,vegetable
5942,source stuff with vegetable,source toss with vegetable,True,source,stuff with,vegetable,source,toss with,vegetable
5943,source top with vegetable,source stuff with vegetable,True,source,top with,vegetable,source,stuff with,vegetable
5944,vegetable be rich in source,vegetable be source of source,True,vegetable,be rich in,source,vegetable,be source of,source
5945,source toss with vegetable,source stuff with vegetable,True,source,toss with,vegetable,source,stuff with,vegetable
5946,source be find in vegetable,vegetable contain source,True,source,be find in,vegetable,vegetable,contain,source
5947,source be find in vegetable,vegetable be source of source,True,source,be find in,vegetable,vegetable,be source of,source
5948,vegetable contain source,vegetable be high in source,True,vegetable,contain,source,vegetable,be high in,source
5949,organ secrete hormone,organ produce hormone,True,organ,secrete,hormone,organ,produce,hormone
5950,organ stop make hormone,organ stop produce hormone,True,organ,stop make,hormone,organ,stop produce,hormone
5951,organ be no produce hormone,organ secrete hormone,True,organ,be no produce,hormone,organ,secrete,hormone
5952,organ stop make hormone,hormone be produce by organ,True,organ,stop make,hormone,hormone,be produce by,organ
5953,organ secrete hormone,hormone be produce by organ,True,organ,secrete,hormone,hormone,be produce by,organ
5954,organ may produce hormone,organ be produce hormone,True,organ,may produce,hormone,organ,be produce,hormone
5955,organ be no produce hormone,organ be produce hormone,True,organ,be no produce,hormone,organ,be produce,hormone
5956,organ be produce hormone,hormone be produce by organ,True,organ,be produce,hormone,hormone,be produce by,organ
5957,organ stop produce hormone,organ produce hormone,True,organ,stop produce,hormone,organ,produce,hormone
5958,organ stop make hormone,organ produce hormone,True,organ,stop make,hormone,organ,produce,hormone
5959,organ secrete hormone,organ be produce hormone,True,organ,secrete,hormone,organ,be produce,hormone
5960,organ stop produce hormone,hormone be produce by organ,True,organ,stop produce,hormone,hormone,be produce by,organ
5961,organ stop make hormone,organ be no produce hormone,True,organ,stop make,hormone,organ,be no produce,hormone
5962,organ stop produce hormone,organ stop make hormone,True,organ,stop produce,hormone,organ,stop make,hormone
5963,organ be no produce hormone,organ produce hormone,True,organ,be no produce,hormone,organ,produce,hormone
5964,organ secrete hormone,organ be no produce hormone,True,organ,secrete,hormone,organ,be no produce,hormone
5965,organ be no produce hormone,hormone be produce by organ,True,organ,be no produce,hormone,hormone,be produce by,organ
5966,organ stop produce hormone,organ secrete hormone,True,organ,stop produce,hormone,organ,secrete,hormone
5967,organ secrete hormone,organ stop make hormone,True,organ,secrete,hormone,organ,stop make,hormone
5968,organ be no produce hormone,organ stop produce hormone,True,organ,be no produce,hormone,organ,stop produce,hormone
5969,organ be produce hormone,organ produce hormone,True,organ,be produce,hormone,organ,produce,hormone
5970,organ produce hormone,organ be produce hormone,True,organ,produce,hormone,organ,be produce,hormone
5971,organ may produce hormone,hormone be produce by organ,True,organ,may produce,hormone,hormone,be produce by,organ
