,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
1309,Shrubs prefer full sun,Shrubs do like full sun,True,Shrubs,prefer,full sun,Shrubs,do like,full sun
1310,Mortality rate be a measure of the number of deaths,Mortality rate be defined as the number of deaths,True,Mortality rate,be a measure of,the number of deaths,Mortality rate,be defined as,the number of deaths
1311,Your parent turn off comments,Your parent deactivate comments,True,Your parent,turn off,comments,Your parent,deactivate,comments
1312,Retirement be required at the same time,Retirement be required for the same time,True,Retirement,be required at,the same time,Retirement,be required for,the same time
1313,password protect zip files,password help protect zip files,True,password,protect,zip files,password,help protect,zip files
1314,small businesses participate in the rulemaking process,small businesses assist in the rulemaking process,True,small businesses,participate in,the rulemaking process,small businesses,assist in,the rulemaking process
1315,Our service be based on information,Our service be driven by information,True,Our service,be based on,information,Our service,be driven by,information
1317,Men produce testosterone,Men manufacture testosterone,True,Men,produce,testosterone,Men,manufacture,testosterone
1318,Smith learn about the trust,Smith be taught the trust,True,Smith,learn about,the trust,Smith,be taught,the trust
1319,The locals take an interest in the game,The locals care about the game,True,The locals,take an interest in,the game,The locals,care about,the game
1320,Viagra be treat impotence,Viagra be treat the symptom of impotence,True,Viagra,be treat,impotence,Viagra,be treat the symptom of,impotence
1321,the Truth come from a book,the Truth be taken from a book,True,the Truth,come from,a book,the Truth,be taken from,a book
1322,this post be all about the differences,this post be focused on the differences,True,this post,be all about,the differences,this post,be focused on,the differences
1323,The paper describe the system,The paper provide information about the system,True,The paper,describe,the system,The paper,provide information about,the system
1324,your kids live up to your expectation,your kids measure up to your expectation,True,your kids,live up to,your expectation,your kids,measure up to,your expectation
1325,Paris be the cause of the Trojan War,Paris be the root cause of the Trojan War,True,Paris,be the cause of,the Trojan War,Paris,be the root cause of,the Trojan War
1326,Students get to know their communities,Students learn about their communities,True,Students,get to know,their communities,Students,learn about,their communities
1327,Regulations increase the cost of building,Regulations affect the price of building,True,Regulations,increase the cost of,building,Regulations,affect the price of,building
1328,the blood act as a poison,the blood be believed to be a poison,True,the blood,act as,a poison,the blood,be believed to be,a poison
1329,a settler build his cabin,a settler form his cabin,True,a settler,build,his cabin,a settler,form,his cabin
1330,Google introduce Video search,Google debut Video search,True,Google,introduce,Video search,Google,debut,Video search
1331,the park have a number of different areas,the park have of different areas,True,the park,have a number of,different areas,the park,have of,different areas
1333,Katie be glad to be in her hometown,Katie be excited to be in her hometown,True,Katie,be glad to be in,her hometown,Katie,be excited to be in,her hometown
1334,elephants prefer peanuts,elephants opt for peanuts,True,elephants,prefer,peanuts,elephants,opt for,peanuts
1335,online casinos grow in popularity,online casinos rise in popularity,True,online casinos,grow in,popularity,online casinos,rise in,popularity
1336,Trolling be the kind of fishing,Trolling be the sort of fishing,True,Trolling,be the kind of,fishing,Trolling,be the sort of,fishing
1338,The boy be educated at a high school,The boy enrol at a high school,True,The boy,be educated at,a high school,The boy,enrol at,a high school
1339,Some men have thousand of reasons,Some men have a collection of reasons,True,Some men,have thousand of,reasons,Some men,have a collection of,reasons
1340,Jesus go about all Galilee,Jesus go around all Galilee,True,Jesus,go about,all Galilee,Jesus,go around,all Galilee
1341,This page be last modified on 17 February 2008,This page be dated 17 February 2008,True,This page,be last modified on,17 February 2008,This page,be dated,17 February 2008
1342,This page be last modified on 26 December 2008,This page be current as of 26 December 2008,True,This page,be last modified on,26 December 2008,This page,be current as of,26 December 2008
1343,URL stand for Uniform Resource Locator,URL be an abbreviation for Uniform Resource Locator,True,URL,stand for,Uniform Resource Locator,URL,be an abbreviation for,Uniform Resource Locator
1344,Cardiac catheterization be performed in hospitals,Cardiac catheterization be carried out in hospitals,True,Cardiac catheterization,be performed in,hospitals,Cardiac catheterization,be carried out in,hospitals
1345,viruses have a beneficial effect on health,viruses help stimulate health,True,viruses,have a beneficial effect on,health,viruses,help stimulate,health
1346,His company seek approval,His company pursue approval,True,His company,seek,approval,His company,pursue,approval
